tsales;sales;margin;nown;nfull;npart;naux;hoursw;hourspw;inv1;inv2;ssize;start
301133;5018.8833;35;1.2228;1;1.2833;1.3673;40;8.2078218;22207.037;22859.854;60;35
196065;3267.75;31;1;1.9556;1;1.3673;80;15.029401;22207.037;22859.854;60;31
1100000;5238.0952;42;1;3;2.0741;1;137;19.366421;62269.23;16000;210;42
50000;3125;30;1;1.9556;1.2833;1.3673;40;7.1349578;22207.037;22859.854;16;30
495340;8255.667;38;1;1.9556;1.2833;1.3673;52;9.275445;22207.037;22859.854;60;38
694227;6942.27;42;2;1;1.5946;1.5357;137;22.348009;17166.666;27177.035;100;42
1000000;7692.3076;44;1;2;2.2221999;2;138;19.107752;292857.16;71570.555;130;44
797825;3989.125;42;1;2.2656;1;2;94;15.002554;62269.23;1900;200;42
1413502;11129.937;41;1;4;2.0741;2;204;22.481569;12000;3400;127;41
355724;5081.7715;39;1;1.9556;1.2833;1;57;10.880147;22207.037;22859.854;70;39
777042;3885.21;40;1;1;1;1.3333;115;26.538666;62269.23;16624.895;200;40
495340;5503.7778;42;1;2.2656;2.0741;1.3333;104;15.585194;62269.23;16624.895;90;42
775000;4078.9473;40;1;1;1;2;125;25;150000;50000;190;40
1000000;10000;41;1;2;1.2833;1;149;28.20207;22207.037;22859.854;100;41
694227;6311.1548;39;1;2;1.2833;1.3673;136;24.068241;22207.037;30000;110;39
480000;10666.667;38;1;1.9556;1.2833;1.3673;104;18.55089;22207.037;22859.854;45;38
188790;3933.125;39;1;1.9556;1.2833;1.3673;60;10.702436;22207.037;22859.854;48;39
575000;4107.1431;35;1;1;2.0741;1.3333;70;12.945223;62269.23;16624.895;140;35
976817;3907.2681;33;1;1;1.5946;3;122;18.499985;17166.666;27177.035;250;33
725000;3625;36;1;1.9231;1.5946;2;112;17.183975;17166.666;27177.035;200;36
650000;6500;38;1;2.2656;1;1.3333;70;12.502456;62269.23;5000;100;38
976817;4440.0771;37;1;1.9231;1.5946;2;113;17.337404;17166.666;5000;220;37
1100000;6111.1113;39;1;2;1.2833;1.3673;125;22.121544;22207.037;22859.854;180;39
495340;7393.1343;44;2;1.9556;1.2833;1.3673;80;12.109837;5000;22859.854;67;44
375000;11718.75;44;2;1.9556;1.2833;1;104;16.669605;22207.037;22859.854;32;44
400000;3333.3333;40;1;1.9231;1;1.5357;75;13.739284;20000;27177.035;120;40
495340;4503.0908;39;1;2.2656;2.0741;1.3333;65;9.7407465;62269.23;15000;110;39
1400000;5384.6152;42;1;4;2;3;279;27.9;10000;5000;260;42
495340;6191.75;33;1.2228;1;1;1.3673;55;11.982309;22207.037;5000;80;33
694227;6942.27;33;2;2.2656;2.0741;1.3333;104;13.554021;62269.23;16624.895;100;33
694227;4958.7642;44;1;1.9231;1.5946;1.5357;72;11.894142;17166.666;27177.035;140;44
525000;10937.5;40;1;1.9556;1.2833;1.3673;60;10.702436;22207.037;22859.854;48;40
425000;2500;39;2;1.9556;1;1.3673;82;12.968733;22207.037;22859.854;170;39
1450000;3222.2222;47;1;3;1;1.4091001;224;34.950306;292857.16;200000;450;47
655965;5963.3184;42;1;2.2656;1;1;84;15.952598;62269.23;6000;110;42
600000;10000;34;2;1.9556;1.2833;1.3673;120;18.164755;22207.037;150000;60;34
300000;5000;34;1;1.9556;1.2833;1.3673;69;12.307802;22207.037;1000;60;34
301133;5018.8833;33;1;1.9556;1.2833;1.3673;45;8.0268278;22207.037;22859.854;60;33
694227;7713.6333;38;2;1.9556;1.2833;1.3673;50;7.5686479;47880;78868;90;38
1286703;3216.7576;39;1;4;1;1;228;32.57143;17166.666;27177.035;400;66
500000;8333.333;28;2;1.9556;1.2833;1.3673;144;21.797705;1500;22859.854;60;28
650000;7647.0586;39;1;1.9556;1.2833;2;100;16.028467;5000;10000;85;88
950000;5277.7778;42;2;1.9231;2;1;198;28.599905;17166.666;27177.035;180;82
930000;8086.9565;43;2;1;1.2833;1.3673;150;26.545853;10000;22859.854;115;32
565400;14135;44;1;3;2.0741;1.3333;167;22.545023;62269.23;5000;40;59
634245;7047.1665;36;1;1;1;1;127;31.75;22207.037;15000;90;58
946412;5061.0269;38;1;1;1.2833;1.3673;160;34.404163;22207.037;7500;187;63
1700000;4473.6841;40;1;5;5;1;118;9.833333;17166.666;10000;380;70
605000;4033.3333;37;1;1;2;1.3673;152;28.319639;22207.037;22859.854;150;73
395000;4157.8945;37;1;1.9556;1.2833;1.3673;78;13.913168;22207.037;22859.854;95;84
1800000;5000;46;1;3;1;1.4091001;192;29.957405;292857.16;71570.555;360;83
2000000;8510.6387;38;2;3;3;3;294;26.727272;17166.666;100000;235;61
1086835;9880.3184;38;1;2;1;2;168;28;20000;22859.854;110;83
1200000;8000;45;1;1;1;1.3673;124;28.392828;22207.037;22859.854;150;88
1518000;7590;39;1;3;1;1;234;39;114000;100000;200;67
732981;5235.5786;40;1;2;1.2833;1.3673;163;28.846495;22207.037;22859.854;140;56
1400000;9333.333;43;1;2;1;1.5357;160;28.903301;17166.666;175000;150;77
544015;6800.1875;38;1;1.9556;1.2833;1.3673;85;15.161785;22207.037;22859.854;80;82
199286;3321.4333;31;1;1.9231;1.5946;1.5357;65;10.737767;17166.666;27177.035;60;88
2000000;5128.2051;38;1;2;3;2;210;26.25;17166.666;9000;390;90
480000;6857.1431;45;1;1;2.0741;1.3333;103;19.047972;62269.23;16624.895;70;72
842389;3829.041;45;1;2;2.0741;1;161;26.505985;62269.23;120000;220;65
502000;5020;44;2;2.2656;2.0741;1;110;14.986989;5000;100000;100;90
1950000;7222.2222;46;1;4;1.5946;1.5357;264;32.471127;17166.666;27177.035;270;75
580000;1933.3334;39;1;3;2;1.3333;176;24.000109;60000;30000;300;65
1000000;4545.4546;41;1;4.3590002;1;1;120;16.306564;292857.16;71570.555;220;69
671755;6106.8638;44;1;2.2656;1;1.3333;140;25.004911;62269.23;5000;110;82
536459;4291.6719;37;1;1;1;1.5357;156;34.39381;2500;2500;125;64
955867;6827.6216;43;1;2;3;1.5357;122;16.189604;9000;7600;140;75
1472900;12274.167;45;1;1;1.2833;1.3673;108;23.222811;22207.037;22859.854;120;79
445000;11125;35;1;1.9556;1.2833;1.3673;70;12.486176;22207.037;22859.854;40;87
772665;5519.0356;39;1;1;1.2833;1.3673;105;22.577732;20000;22859.854;140;61
1200000;9230.7695;42;2;3;1;1.3673;250;33.933735;22207.037;22500;130;64
420000;5600;40;1;1.9556;1.2833;1.3673;82;14.626663;22207.037;22859.854;75;81
1067500;10675;40;1;1;1.2833;1;109;25.447668;8600;22859.854;100;82
846000;6042.8569;40;2;1;2.2221999;1.4091001;150;22.619999;30000;15000;140;80
500000;8333.333;44;2;1.9556;1.2833;1.3673;110;16.651024;25000;22859.854;60;88
1993529;1642.1161;48;2;5;5;3;385;25.666666;62269.23;16624.895;1214;86
695000;3861.1111;42;1;1;1;1;151;37.75;292857.16;1687;180;75
407400;2314.7727;43;1;1.9231;1.5946;1;106;19.210903;17166.666;27177.035;176;69
1800000;3964.7578;48;3;2.2656;3;1.3333;221;23.023472;62269.23;2450;454;48
1164688;5823.4399;46;1;1;1;1.3673;117;26.790007;22207.037;22859.854;200;80
500000;5000;37;1;1.9231;1;1.5357;104;19.051805;17166.666;80000;100;90
5000000;16666.666;40;1;8;9;1;120;6.3157897;292857.16;126800;300;76
517381;5173.8101;40;1;1;1.5946;1.5357;92;17.932674;17166.666;27177.035;100;89
1252320;3339.52;36;1;2;1.5946;2;170;25.778667;17166.666;27177.035;375;72
600000;8571.4287;39;1;1.9556;1.2833;1;74;14.125103;22207.037;22859.854;70;85
