ID;FEMALE;MALE;ETHBLACK;ETHHISP;ETHWHITE;AGE;S;EDUCPROF;EDUCPHD;EDUCMAST;EDUCBA;EDUCAA;EDUCHSD;EDUCDO;SINGLE;MARRIED;DIVORCED;FAITHN;FAITHP;FAITHC;FAITHJ;FAITHO;ASVAB01;ASVAB02;ASVAB03;ASVAB04;ASVAB05;ASVAB06;ASVABC;HEIGHT;WEIGHT85;WEIGHT02;SM;SF;SIBLINGS;LIBRARY;POV78;EXP;EARNINGS;HOURS;TENURE;COLLBARG;CATGOV;CATPRI;CATSE;URBAN;REGNE;REGNC;REGW;REGS
3533;0;1;0;0;1;44;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;66;61;56;59;62;64;61.172474;71;212;235;12;12;1;0;0;21.23077;41.02;45;.67307693;0;0;1;0;1;0;1;0;0
11888;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;46;45;52;47;48;43;48.086735;71;155;215;14;14;2;1;0;22.365385;13.4;48;6.4807692;0;0;1;0;1;0;0;1;0
1011;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;50;57;41;32;54;45;47.541496;70;140;195;12;12;0;1;0;20.942308;18.25;40;11.326923;0;0;1;0;1;0;1;0;0
2386;0;1;0;1;0;40;15;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;52;64;42;53;62;65;57.355801;64;150;185;12;11;2;1;0;20.557692;24.610001;50;13.211538;1;0;1;0;1;0;0;1;0
956;0;1;0;0;1;38;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;45;48;56;61;54;49.449833;73;165;195;12;12;2;1;0;19.307692;14;40;9.7115383;0;0;1;0;1;0;1;0;0
2649;0;1;0;1;0;41;18;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;68;64;60;62;48;38;64.71653;75;271;280;4;14;8;1;1;10.653846;15.38;40;6.7307692;1;1;0;0;1;0;0;0;1
4008;0;1;1;0;0;44;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;38;40;39;32;31;48;37.727192;68;155;190;16;16;2;1;0;21.98077;22.75;55;6.3269229;1;0;1;0;1;0;0;0;1
1169;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;60;57;57;50;41;45;56.810562;71;155;200;12;14;3;1;0;22;23.33;30;.76923078;0;0;1;0;0;0;0;0;1
18;0;1;0;0;1;44;13;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;62;66;61;59;62;59;65.261765;66;155;170;12;16;2;1;0;22.076923;113.96;27;15.923077;0;0;1;0;1;0;0;1;0
5666;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;54;59;54;59;58;57;59.536755;76;200;200;12;14;2;1;0;21.326923;27.209999;47;18.826923;0;0;1;0;0;0;0;0;1
4635;0;1;0;0;1;40;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;58;64;57;59;52;42;63.080811;73;165;240;12;14;3;1;0;10.019231;31.25;40;.15384616;0;0;1;0;1;0;0;1;0
5580;0;1;0;0;1;38;12;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;50;42;47;47;38;38;45.087917;67;155;160;10;12;3;0;0;19.346153;15;40;6.4615383;0;0;1;0;0;0;0;0;1
12100;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;57;47;50;56;56;54.084366;71;170;185;8;16;3;1;0;21.038462;16.620001;40;3.2884614;0;1;0;0;1;0;0;1;0
2776;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;68;58;59;59;41;47;60.354614;76;202;230;5;8;5;0;0;13.807693;13.73;42;9.4038458;0;1;0;0;0;0;0;0;1
1663;0;1;0;1;0;38;12;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;54;43;46;41;41;41;43.724819;68;153;178;12;12;7;1;0;5.7115383;22;60;1.1538461;0;0;1;0;1;0;0;1;0
1627;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;54;46;44;47;39;38;46.451015;73;165;165;16;14;3;1;0;13.865385;8.8800001;32;1.6538461;0;0;1;0;0;0;0;1;0
253;0;1;0;0;1;37;11;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;42;46;46;26;35;41;41.271244;66;175;172;8;12;2;1;0;12.557693;9.6499996;40;8.0384617;1;0;1;0;1;1;0;0;0
819;0;1;0;0;1;40;14;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;44;38;43;44;52;44;40.998627;64;145;160;12;12;1;0;0;18.961538;20;40;7.5192308;1;0;1;0;1;0;1;0;0
2762;0;1;1;0;0;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;30;42;29;35;30;23;36.909332;66;190;250;10;12;4;1;0;22.076923;5;40;11.076923;0;0;1;0;0;0;0;0;1
2800;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;64;65;61;59;51;64;64.71653;71;170;250;12;12;1;1;0;11.865385;50.16;46;2.8076923;0;0;1;0;1;0;1;0;0
11937;0;1;1;0;0;41;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;34;42;38;35;51;29;39.362907;73;185;258;12;12;2;1;0;11.884615;16.99;43;7.9423075;1;1;0;0;0;0;0;0;1
3540;0;1;1;0;0;41;11;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;40;40;54;47;40;41;45.905777;71;167;200;11;16;3;1;0;16.75;12.2;40;2.3653846;1;0;1;0;1;0;1;0;0
2222;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;68;66;60;59;62;54;64.989151;67;140;193;12;18;2;0;0;18.73077;15.71;44;11.384615;0;1;0;0;1;0;0;0;1
4181;0;1;1;0;0;39;11;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;40;45;46;44;48;42;45.63316;72;197;210;12;12;7;0;1;14.519231;9;40;.096153848;0;0;1;0;1;0;0;0;1
3202;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;52;43;54;50;46;32;48.359352;70;180;220;10;8;4;0;0;21.673077;14.25;40;1;0;0;1;0;1;1;0;0;0
3569;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;44;35;44;47;46;59;40.453384;73;190;230;12;12;4;0;0;19.596153;15.6;50;20.903847;0;0;1;0;0;0;1;0;0
1708;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;66;62;59;53;48;41;60.899853;72;175;230;17;20;3;1;0;16.923077;15.69;40;9.6923075;1;1;0;0;1;0;0;1;0
4407;0;1;0;0;1;41;16;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;56;57;60;62;44;43;60.899853;71;155;165;16;16;3;1;0;18.461538;85.470001;45;3.5384614;0;0;1;0;1;0;0;1;0
1156;0;1;1;0;0;45;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;42;53;51;56;50;50;54.629604;73;230;230;12;14;1;1;0;19.75;10.57;40;4.6346154;1;0;1;0;1;0;0;0;1
4831;0;1;0;0;1;37;18;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;54;61;59;62;44;45;62.808189;70;140;150;13;16;4;0;0;13.288462;23.07;40;1.1153846;0;1;0;0;1;0;1;0;0
959;0;1;0;0;1;42;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;58;66;57;62;54;55;64.989151;74;180;190;15;16;3;0;0;18.961538;39.91;53;7.5;0;0;1;0;1;0;1;0;0
4884;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;62;64;59;50;61;56;61.172474;72;180;228;12;11;3;1;1;23.442308;14.6;40;17.653847;1;1;0;0;1;0;1;0;0
1521;0;1;1;0;0;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;44;45;39;38;52;40;42.089104;68;185;225;12;10;6;1;0;11.538462;16;50;3.3653846;0;1;0;0;0;0;0;0;1
630;0;1;0;0;1;38;8;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;32;36;33;35;32;29;34.728374;73;160;220;10;10;2;1;0;21.096153;11.11;45;.26923078;0;0;1;0;1;0;1;0;0
39;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;50;47;46;47;52;31;47.541496;72;180;195;12;12;4;1;0;22.576923;28.84;50;17.557692;0;0;1;0;1;0;0;0;1
3170;0;1;0;0;1;41;19;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;64;66;61;62;62;63;66.079628;72;162;175;16;16;1;1;0;17;34.959999;55;12.423077;0;0;1;0;1;1;0;0;0
776;0;1;0;0;1;41;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;66;64;60;59;62;57;63.89867;69;147;165;12;13;2;1;0;15.403846;59;44;2.2884614;0;0;1;0;1;0;1;0;0
4609;0;1;0;0;1;41;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;60;64;56;59;62;64;62.808189;73;172;205;12;10;2;1;1;15.826923;72.110001;40;3.75;0;0;1;0;1;0;0;0;1
3353;0;1;0;0;1;41;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;38;43;38;38;40;38;40.726006;67;210;250;13;14;3;1;0;21.096153;18.85;40;6.8653846;1;0;1;0;1;0;1;0;0
5323;0;1;0;0;1;41;10;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;46;38;33;41;28;41;37.454571;68;120;217;12;9;5;0;0;15.615385;13.5;40;5.5;0;0;1;0;0;0;1;0;0
1390;0;1;1;0;0;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;34;40;44;47;37;26;43.179581;74;191;280;12;12;3;1;;5.0769229;21.110001;45;2.6538463;1;0;1;0;1;0;0;1;0
2787;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;52;66;54;56;44;45;62.535572;73;200;225;9;10;2;1;0;13.576923;11.05;40;5.75;0;1;0;0;1;0;0;0;1
1759;0;1;1;0;0;41;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;39;35;41;47;31;38.545048;66;131;160;12;11;1;1;1;17.365385;11;40;9.2692308;1;0;1;0;1;0;0;1;0
4545;0;1;0;0;1;45;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;62;48;47;59;57;56.26532;74;180;200;12;12;4;1;0;23.192308;40.060001;48;23.711538;0;0;1;0;1;0;0;1;0
917;0;1;0;0;1;43;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;48;39;50;50;47;54;45.087917;75;190;230;10;13;3;1;0;14;13.23;40;.25;1;0;1;0;1;0;1;0;0
3894;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;62;62;61;62;57;53;63.89867;70;155;200;12;12;0;1;0;12.038462;35;40;.15384616;0;0;1;0;1;0;0;0;1
3845;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;54;46;57;56;51;46;52.448647;69;145;200;12;12;4;1;0;17.057692;10;40;5.1730771;1;0;1;0;1;0;1;0;0
5691;0;1;0;0;1;43;11;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;54;43;59;50;38;44;49.72245;65;150;175;9;6;2;1;0;17.057692;9;50;1.5961539;0;0;1;0;0;0;0;0;1
3127;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;32;42;35;44;33;38;40.998627;72;195;217;12;12;5;1;0;21.115385;9;40;1.2884616;0;0;1;0;1;1;0;0;0
3830;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;50;49;51;38;43;48;47.541496;71;140;195;11;12;3;1;0;18.26923;16.5;52;3.0384614;0;0;1;0;1;0;0;0;1
4518;0;1;0;0;1;37;15;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;36;39;44;47;46;49;42.634342;75;180;170;12;12;2;1;0;11.557693;30.34;40;12.480769;1;1;0;0;1;0;0;1;0
2516;0;1;0;0;1;40;12;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;60;59;50;53;52;56;56.810562;71;210;230;12;12;3;1;;22.423077;17.299999;40;3.1730769;0;0;1;0;0;0;1;0;0
4979;0;1;0;1;0;37;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;45;54;59;57;47;51.903408;67;140;205;12;12;2;1;1;18.307692;12.82;60;2.0384614;0;0;1;0;1;0;0;0;1
5358;0;1;0;0;1;39;14;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;60;51;56;59;50;47;55.720081;75;230;215;12;12;1;1;0;19.98077;29.059999;40;1;0;0;1;0;1;0;0;1;0
2051;0;1;0;0;1;38;11;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;36;38;37;29;42;42;35.273613;66;150;150;12;7;3;1;1;18.692308;7;40;1.6923077;0;0;1;0;1;0;0;0;1
718;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;50;55;59;53;59;48;57.083179;67;185;200;12;12;2;1;0;20.115385;13;50;.57692307;0;0;1;0;0;0;1;0;0
480;0;1;0;0;1;44;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;54;53;54;56;51;44;55.447464;70;205;200;12;12;2;1;0;18.73077;22.110001;40;26.115385;1;1;0;0;1;0;1;0;0
2194;0;1;0;0;1;38;9;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;44;42;35;38;38;39;39.362907;69;130;138;6;6;2;1;0;20.5;14;40;.01923077;0;0;1;0;2;0;0;0;1
4327;0;1;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;62;52;47;57;57;57.355801;70;145;175;12;12;4;1;0;11.75;13.5;40;6.9807692;0;0;1;0;1;0;1;0;0
2163;0;1;0;0;1;44;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;44;42;54;47;48;50;46.996254;69;195;210;12;10;0;0;0;20.653847;8.5;40;.096153848;1;1;0;0;2;0;0;0;1
4586;0;1;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;65;54;50;53;43;60.354614;72;155;235;13;8;2;1;1;17.442308;26.5;37;2.3269231;0;0;1;0;1;0;0;1;0
248;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;44;36;41;38;37;35;37.727192;72;160;190;16;8;4;1;1;13.673077;8;50;.55769229;0;0;1;0;1;1;0;0;0
4000;0;1;0;0;1;44;7;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;42;42;48;47;42;50;45.360538;72;145;170;10;12;4;1;0;23.403847;14;50;1.4615384;0;0;1;0;0;0;0;0;1
1917;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;42;53;28;44;31;40;45.087917;68;170;212;12;12;1;1;0;21.826923;18.34;40;9.4807692;0;1;0;0;2;1;0;0;0
3887;0;1;0;0;1;40;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;68;66;61;62;62;60;66.079628;75;205;280;14;17;2;1;0;10.865385;109.61;50;.03846154;1;0;1;0;0;0;1;0;0
1784;0;1;0;0;1;38;15;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;64;57;60;53;42;43;58.446278;68;145;240;12;15;1;1;0;10.903846;39.529999;40;1.9038461;0;0;1;0;1;0;0;1;0
3570;0;1;0;0;1;41;9;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;42;38;33;29;52;45;34.183136;73;170;210;9;9;4;0;0;20.442308;17.120001;45;10.961538;0;0;1;0;0;0;1;0;0
973;0;1;0;0;1;39;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;60;57;50;50;58;57;54.902222;69;170;178;12;12;2;1;0;20.923077;16.34;40;14;0;0;1;0;1;0;1;0;0
2089;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;40;38;41;41;53;46;39.635529;74;150;165;12;12;6;1;0;20.173077;15;40;18.115385;0;0;1;0;1;0;1;0;0
3425;0;1;0;0;1;38;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;62;61;56;50;55;52;58.718899;70;185;205;13;12;4;1;1;18.51923;34.150002;40;8.6346149;1;0;1;0;1;0;1;0;0
3219;0;1;0;0;1;41;14;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;56;58;51;50;42;47;55.720081;72;195;180;12;16;5;1;0;20.51923;23.07;50;20.384615;0;0;1;0;1;1;0;0;0
638;0;1;0;0;1;41;13;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;54;50;51;53;62;61;52.176029;65;120;138;12;15;1;0;0;23.423077;26.74;40;21.01923;0;0;1;0;0;0;1;0;0
4877;0;1;0;0;1;44;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;60;64;61;59;62;58;64.171288;65;132;158;14;16;2;1;0;16;16.280001;45;9.4230766;0;0;0;1;1;0;1;0;0
2861;0;1;0;0;1;39;17;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;68;66;61;59;62;57;65.261765;69;162;190;14;15;1;1;0;15.5;39.860001;55;15.057693;0;0;1;0;1;1;0;0;0
1802;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;66;61;52;50;53;42;57.628418;74;170;220;12;16;5;1;0;17.653847;13;40;1.9807693;0;0;1;0;1;0;0;1;0
2157;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;39;56;56;59;48;48.359352;76;188;228;11;6;4;1;0;21.038462;12;40;2.25;0;0;1;0;0;0;0;0;1
4514;0;1;0;0;1;44;15;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;60;64;57;62;61;54;63.89867;74;210;255;11;14;1;1;0;10.769231;44.07;48;6.5;0;0;1;0;1;0;0;1;0
613;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;48;50;43;41;40;44;46.723637;69;145;165;16;12;1;1;0;21.423077;21;55;16.096153;0;0;1;0;1;0;1;0;0
5329;0;1;0;0;1;40;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;48;42;43;47;38;29;43.99744;67;180;222;12;12;4;1;0;21.653847;14.8;59;5.9038463;0;0;1;0;0;0;1;0;0
2187;0;1;0;0;1;40;13;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;52;46;52;41;46;50;46.996254;68;230;230;12;14;1;1;0;21.692308;30;50;18.211538;0;0;1;0;0;0;0;0;1
2694;0;1;0;1;0;43;15;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;56;53;56;56;55;63;55.992702;64;135;145;6;6;7;1;0;20.615385;8;18;.80769229;0;0;1;0;1;0;0;0;1
4088;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;57;57;62;52;50;60.081997;70;180;187;15;14;1;1;0;23.442308;110.57;40;24.615385;0;0;0;1;0;0;0;0;1
73;0;1;0;0;1;38;18;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;60;50;60;56;52;54;55.447464;70;175;200;16;16;2;1;0;11.173077;57.689999;50;1.6923077;0;0;1;0;1;1;0;0;0
12056;0;1;0;0;1;42;15;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;62;61;59;56;46;48;61.172474;76;250;270;16;14;2;1;0;12.961538;2.5;60;10.980769;0;0;0;1;1;0;0;0;1
4329;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;59;56;59;44;48;60.081997;71;200;205;12;12;2;1;0;22.961538;27.799999;40;18.096153;0;1;0;0;1;0;0;1;0
796;0;1;0;0;1;41;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;68;64;61;62;57;60;64.989151;67;180;191;11;12;2;1;0;19.788462;27.879999;40;12.961538;0;0;1;0;1;0;1;0;0
235;0;1;0;0;1;39;15;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;56;55;50;47;54;53;52.993885;68;178;174;12;12;3;1;0;18.173077;33.650002;40;14.115385;1;1;0;0;0;1;0;0;0
1081;0;1;0;0;1;40;14;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;58;51;55;59;48;43;55.447464;69;155;230;16;16;3;1;0;18.288462;15;45;1.4038461;0;0;1;0;1;0;0;0;1
281;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;60;65;54;50;62;51;60.354614;75;195;190;13;13;3;1;0;15.423077;36.849998;48;12.807693;0;0;1;0;1;1;0;0;0
12045;0;1;0;0;1;44;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;64;65;61;56;61;65;63.89867;68;170;200;16;18;1;1;0;16.884615;18.379999;40;15.923077;0;1;0;0;1;0;0;0;1
5519;0;1;0;0;1;39;8;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;24;31;25;35;27;28;29.821222;62;154;185;8;10;5;0;0;17.384615;8;40;6.5961537;0;1;0;0;0;0;0;0;1
3213;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;45;55;59;44;43;52.176029;69;168;210;12;12;6;1;0;14.384615;18.709999;40;.71153843;0;1;0;0;1;1;0;0;0
4888;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;51;60;47;43;48;53.539127;73;195;205;13;13;5;0;0;23.365385;16.23;45;5.7115383;0;0;1;0;0;0;1;0;0
12122;0;1;0;0;1;45;8;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;46;45;42;41;43;44;43.724819;70;163;165;6;10;9;1;0;22.557692;24.73;40;7.1923075;0;0;1;0;0;0;0;0;1
3757;0;1;0;0;1;39;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;66;65;60;59;62;65;64.443909;66;165;180;12;18;1;1;0;15.057693;27.690001;50;15.403846;0;0;1;0;0;0;1;0;0
1952;0;1;0;0;1;38;17;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;56;47;48;44;52;48;47.268875;69;183;190;12;15;2;1;0;13.615385;61.529999;50;3.5961537;0;0;1;0;1;0;0;0;1
5296;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;66;61;59;56;37;44;61.172474;62;174;245;12;12;5;0;0;12.326923;9.3500004;40;1.1923077;1;0;1;0;0;0;1;0;0
929;0;1;0;0;1;37;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;58;54;52;59;49;42;56.26532;73;180;210;12;12;2;1;0;17.51923;8.0100002;58;7.4038463;0;0;1;0;1;0;1;0;0
1257;0;1;0;0;1;38;12;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;48;47;42;38;35;38;43.99744;77;164;220;12;12;1;1;0;15.807693;9.3100004;35;2.0576923;0;0;1;0;0;0;0;0;1
797;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;51;57;56;62;34;55.174843;73;240;260;11;12;2;1;0;19.365385;25.9;40;2.0192308;1;0;1;0;1;0;1;0;0
4569;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;54;55;56;59;62;62;57.901039;71;197;235;12;11;10;1;1;22.865385;22.799999;57;10.846154;0;0;1;0;1;0;0;1;0
2335;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;54;61;57;62;62;63;62.262951;74;150;165;12;10;1;1;;22.076923;21.360001;45;8.0192308;0;0;1;0;1;0;0;0;1
4128;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;57;56;53;53;37;57.355801;66;135;145;12;16;3;1;0;22.115385;14.23;50;3.9615386;0;0;1;0;1;0;1;0;0
412;0;1;0;0;1;37;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;54;57;55;50;50;45;56.26532;72;188;220;11;12;2;1;0;10.942307;15.62;40;3.1346154;1;1;0;0;0;1;0;0;0
3598;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;46;39;48;35;49;46;40.453384;72;190;216;12;12;1;1;0;23.211538;19.360001;40;4.6346154;1;0;1;0;0;0;1;0;0
3455;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;54;58;55;53;50;47;57.628418;70;160;160;14;12;4;1;0;22.615385;21;40;18.673077;1;0;1;0;0;0;1;0;0
5097;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;50;42;50;52;57;48.904594;66;157;180;12;12;1;1;0;21;48.84;50;5.3461537;0;0;1;0;1;0;0;0;1
1353;0;1;0;0;1;38;12;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;46;43;54;50;48;54;48.359352;70;165;175;12;12;1;0;0;19.884615;8.2299995;40;13.576923;0;1;0;0;0;0;0;0;1
5579;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;44;54;44;56;60;49;53.266506;72;245;280;10;12;3;0;0;22.288462;41.25;40;7.6923075;0;0;1;0;1;0;0;0;1
4883;0;1;0;0;1;44;13;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;52;59;48;53;62;60;56.26532;67;150;175;12;12;6;1;0;18.884615;12.98;40;10.75;0;1;0;0;1;0;0;0;1
3620;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;54;51;47;51;38;52.721268;75;225;268;12;10;2;1;0;18.846153;14.42;40;5.5192308;0;0;1;0;0;0;1;0;0
644;0;1;0;0;1;44;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;64;58;61;59;53;48;60.899853;72;175;184;12;14;2;1;0;14.153846;54.48;60;4.5384617;1;0;1;0;1;0;0;1;0
3553;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;65;47;59;60;57;60.899853;70;150;160;11;9;8;0;0;20.673077;22;40;2.5384614;0;0;1;0;1;0;1;0;0
4902;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;45;50;53;49;48;49.177212;72;205;195;8;12;1;0;0;18.788462;12.32;40;11.038462;0;0;1;0;0;0;0;0;1
3159;0;1;0;0;1;41;15;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;58;58;57;53;62;53;58.173656;70;165;200;14;20;2;1;0;16.23077;17.5;40;4.2692308;0;0;1;0;2;0;0;1;0
2138;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;42;47;59;53;52;48;52.721268;74;180;230;12;16;5;1;1;20.461538;21.530001;50;.13461539;0;1;0;0;1;0;0;0;1
3615;0;1;0;0;1;40;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;64;53;61;59;53;52;58.173656;67;145;174;13;12;4;1;0;21.961538;14;40;11.653846;0;0;1;0;1;0;1;0;0
3999;0;1;0;0;1;38;11;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;46;47;47;32;48;39;43.724819;74;200;265;10;12;4;1;0;20.73077;9.5;40;.59615386;0;0;1;0;1;1;0;0;0
5244;0;1;0;1;0;41;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;58;47;50;53;49;50;50.267689;72;210;260;3;3;6;1;0;15.923077;24.639999;40;15.153846;1;0;1;0;1;0;0;1;0
5067;0;1;0;0;1;39;16;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;46;57;44;59;62;54;55.720081;72;190;187;12;14;2;1;;16.903847;44.709999;40;16.057692;0;0;1;0;0;0;0;0;1
